OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,PARKNAME,x,y
1,07/08/2025 13:08:51,NPS_WASO_LANDS,07/08/2025 13:08:51,NPS_WASO_LANDS,b8d0d980-5195-4038-9867-fc2e8c38dffd,161,SHEN,Shenandoah National Park,6/17/2025,VA,NE,1488805,National Park,Lands,Shenandoah,-78.46395182,38.47242981
2,07/08/2025 13:08:51,NPS_WASO_LANDS,07/08/2025 13:08:51,NPS_WASO_LANDS,68defb34-983b-451f-99ac-9f5bd97a90eb,132,APPA,Appalachian National Scenic Trail,7/3/2025,CT,NE,2766084,National Scenic Trail,Lands,Appalachian,-82.48075646,35.98886521
3,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,91be5a55-1900-49ba-b8fd-03211878e434,1,BOST,Boston National Historical Park,2/9/2015,MA,NE,600140,National Historical Park,Lands,Boston,-71.05537776,42.37327435
4,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,535052de-a005-4703-9983-7c3f9a1539af,2,MAVA,Martin Van Buren National Historic Site,7/18/2012,NY,NE,1888943,National Historic Site,Lands,Martin Van Buren,-73.71416086,42.36830216
5,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,e724b145-bb4b-4dc7-87f9-7df69f326598,3,SPAR,Springfield Armory National Historic Site,10/18/2011,MA,NE,1888963,National Historic Site,Lands,Springfield Armory,-72.58106018,42.1083672
6,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,62bdfc57-2efe-444d-99f3-998b7991bbd2,4,ACAD,Acadia National Park,12/18/2013,ME,NE,578853,National Park,Park,Acadia,-68.24546469,44.33793628
7,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,9e8d07f1-4b5c-4cd6-a120-079891b2f487,5,SACR,Saint Croix Island International Historic Site,6/20/2016,ME,NE,581971,International Historic Site,Lands,Saint Croix Island,-67.13360164,45.12870768
8,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,788d45f7-a485-4b46-9285-46c78df45914,6,ADAM,Adams National Historical Park,6/5/2009,MA,NE,1888899,National Historical Park,Lands,Adams,-71.01181848,42.25653698
9,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,bb57bf5f-3e90-4668-ad01-ed0d505d7696,7,JOFI,John Fitzgerald Kennedy National Historic Site,10/28/2010,MA,NE,607138,National Historic Site,Lands,John F Kennedy,-71.12323086,42.34694321
10,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,0f1bd98d-1f9a-4376-b723-a1fcc7b7fd79,8,MIMA,Minute Man National Historical Park,2/22/2018,MA,NE,600051,National Historical Park,Lands,Minute Man,-71.29992714,42.45491017
11,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,289a99f4-ff16-49bc-9738-5a07a861f8a6,9,SAMA,Salem Maritime National Historic Site,3/25/2010,MA,NE,1888961,National Historic Site,Lands,Salem Maritime,-70.88565941,42.51916877
12,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,b300acb6-e4b6-4f76-9ab8-60f8c2c739e9,10,SAIR,Saugus Iron Works National Historic Site,10/25/2024,MA,NE,600017,National Historic Site,Lands,Saugus Iron Works,-71.00774195,42.46851108
13,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,02770dc3-ff15-42ce-ace0-004a784414fb,11,CACO,Cape Cod National Seashore,9/19/2024,MA,NE,606900,National Seashore,Lands,Cape Cod,-70.08730766,42.05030833
14,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,b491c2be-12c2-4aa3-94e2-a845ef640045,12,ELRO,Eleanor Roosevelt National Historic Site,4/22/2011,NY,NE,1888914,National Historic Site,Lands,Eleanor Roosevelt,-73.90060902,41.76338683
15,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,0fca96b6-f7a1-4a59-b5a0-ca6687199f65,13,LONG,Longfellow House-Washington's Headquarters National Historic Site,4/18/2011,MA,NE,2733437,National Historic Site,Lands,Longfellow,-71.12637481,42.37700087
16,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,45c2ff3a-c177-4fff-bc11-559735d76616,15,GATE,Gateway National Recreation Area,6/14/2024,NJ,NE,882894,National Recreation Area,Lands,Gateway,-73.85712722,40.59855183
17,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,09902ac2-18df-4c39-9340-97c5b026cae8,16,SAPA,Saint Paul's Church National Historic Site,2/9/2007,NY,NE,1888959,National Historic Site,Lands,Saint Paul's Church,-73.8256595,40.89272552
18,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,42db8fba-bb0f-434c-a860-4be03ec073e5,17,THRI,Theodore Roosevelt Inaugural National Historic Site,8/28/2015,NY,NE,2035603,National Historic Site,Lands,Theodore Roosevelt Inaugural,-78.87254933,42.90148857
19,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,9c9aaac5-f3ae-4e99-bf71-f5c9237e6259,18,FOST,Fort Stanwix National Monument,7/8/2010,NY,NE,1888919,National Monument,Lands,Fort Stanwix,-75.45542406,43.2106703
20,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,3c92bf23-4d7e-4928-956d-3de7a681be84,19,FIIS,Fire Island National Seashore,12/18/2013,NY,NE,970121,National Seashore,Region,Fire Island,-72.96623964,40.70315583
21,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,f1ba56e7-e516-41ae-b3d0-a07ca308ccee,20,HOFR,Home of Franklin D. Roosevelt National Historic Site,3/7/2006,NY,NE,1888929,National Historic Site,Lands,Home of Franklin D Roosevelt,-73.92561768,41.76485823
22,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,c555f6ff-c8ff-4fa6-be27-8c84a0962b5f,21,VAMA,Vanderbilt Mansion National Historic Site,7/24/2015,NY,NE,968452,National Historic Site,Lands,Vanderbilt Mansion,-73.94182865,41.79755411
23,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,418ee679-8904-44f4-b56a-83811127c368,22,SARA,Saratoga National Historical Park,12/16/2024,NY,NE,964487,National Historical Park,Lands,Saratoga,-73.62954231,42.99193416
24,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,a516ac97-6729-410b-a39e-a5a6d8d2654d,23,SAGA,Saint-Gaudens National Historical Park,3/9/2011,NH,NE,1888960,National Historical Park,Lands,Saint-Gaudens,-72.37333743,43.50046449
25,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,59b1b061-7498-4bb4-a1ec-6f88c986a2e6,24,STLI,Statue of Liberty National Monument,5/6/2016,NJ,NE,880864,National Monument,Lands,Statue Of Liberty,-74.04113352,40.69832638
26,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,999b8ab3-457d-474e-bd01-195152fe2d3e,25,EDIS,Thomas Edison National Historical Park,4/22/2008,NJ,NE,874901,National Historical Park,Lands,Thomas Edison,-74.2398001,40.78572609
27,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,f8db27b0-4a8e-4a1a-8314-81c8ed369dbf,26,MORR,Morristown National Historical Park,2/23/2012,NJ,NE,878495,National Historical Park,Lands,Morristown,-74.53749538,40.76781267
28,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,340c4c78-5187-45a7-aff8-635df83699a5,27,THRB,Theodore Roosevelt Birthplace National Historic Site,3/28/2011,NY,NE,2083047,National Historic Site,Lands,Theodore Roosevelt Birthplace,-73.98901412,40.73860138
29,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,ab0d6ed7-7860-461f-88de-5e0bc485be26,28,CACL,Castle Clinton National Monument,2/16/2007,NY,NE,945983,National Monument,Lands,Castle Clinton,-74.01677885,40.70348388
30,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,2688278e-cb27-4835-b4ea-e242181677b1,29,FEHA,Federal Hall National Memorial,3/30/2017,NY,NE,2057537,National Memorial,Lands,Federal Hall,-74.01026166,40.70731882
31,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,c229cf5a-9bdb-4bee-9332-42f9bf39cd80,30,GEGR,General Grant National Memorial,7/22/2013,NY,NE,2733424,National Memorial,Lands,General Grant,-73.96308218,40.81344134
32,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,1d20759c-dea0-4cc6-8131-3d0370d71401,31,HAGR,Hamilton Grange National Memorial,3/28/2016,NY,NE,2083660,National Memorial,Lands,Hamilton Grange,-73.94721134,40.82135211
33,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,48b3c915-ad08-465d-b647-0fc08101f3d3,32,SAHI,Sagamore Hill National Historic Site,7/29/2011,NY,NE,970557,National Historic Site,Lands,Sagamore Hill,-73.49621472,40.88582931
34,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,c49e417c-1bbb-45d0-919a-bce8cc6ffe33,33,BOAF,Boston African American National Historic Site,3/12/2009,MA,NE,1888904,National Historic Site,Lands,Boston African American,-71.07064529,42.35789264
35,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,b236030b-f594-415b-bd53-1f1fa4a219fa,34,BOHA,Boston Harbor Islands National Recreation Area,11/23/2022 09:50:36,MA,NE,606990,National Recreation Area,Lands,Boston Harbor Islands,-70.87580913,42.26206146
36,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,30d25b3c-0440-454e-8e6e-36663018473d,35,AFBG,African Burial Ground National Monument,8/19/2008,NY,NE,2060434,National Monument,Lands,African Burial Ground,-74.00432812,40.71455835
37,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,05c45642-8ad5-4caf-9ce9-8b8a48d139ed,36,GOIS,Governors Island National Monument,06/16/2025 11:00:24,NY,NE,2092022,National Monument,Lands,Governors Island,-74.01641926,40.69167504
38,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,38586eed-731a-45ba-8401-34c856e61b5b,37,LOWE,Lowell National Historical Park,03/14/2025 13:14:37,MA,NE,1888940,National Historical Park,RISD,Lowell,-71.3123568,42.64539133
39,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,8425ac99-cb8d-4a51-b47d-950e953b3a24,38,ROWI,Roger Williams National Memorial,9/30/2011,RI,NE,1904107,National Memorial,Lands,Roger Williams,-71.41049007,41.82969166
40,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,68c44ae8-f74c-484b-a762-48924294d1c7,40,NEBE,New Bedford Whaling National Historical Park,7/15/2011,MA,NE,2733436,National Historical Park,Lands,New Bedford Whaling,-70.92324541,41.635498
41,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,c9cd2e00-7240-4d14-8a98-1ff45d96594d,42,WEFA,Weir Farm National Historical Park,8/27/2015,CT,NE,1888972,National Historical Park,Lands,Weir Farm,-73.45543281,41.25817249
42,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,dd55cc16-a451-4254-95cc-bfb3a873a9af,43,MABI,Marsh-Billings-Rockefeller National Historical Park,9/21/2011,VT,NE,1888942,National Historical Park,Lands,Marsh - Billings - Rockefeller,-72.53431854,43.63349919
43,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,503fcaf2-c52d-4742-a3e4-10d4903e09b2,44,WORI,Women's Rights National Historical Park,8/19/2011,NY,NE,1888975,National Historical Park,Lands,Women's Rights,-76.84441144,42.90271049
44,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,4f1cf9a9-7155-48e2-8b4c-1d584aac74be,46,FRLA,Frederick Law Olmsted National Historic Site,3/1/2016,MA,NE,1971618,National Historic Site,Lands,Frederick Law Olmsted,-71.13217701,42.32484947
45,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,bd7617cd-34e2-4bc4-b215-79ee51a86024,47,KNRI,Knife River Indian Villages National Historic Site,4/3/2012,ND,MW,1888938,National Historic Site,Lands,Knife River Indian Villages,-101.3837445,47.35301182
46,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,5d1c3428-274e-4415-9120-14c298ee8f6d,49,BADL,Badlands National Park,3/18/2024,SD,MW,1265096,National Park,Lands,Badlands,-102.3939551,43.83406957
47,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,d636168f-e3a8-44aa-9884-f166312c2de0,50,BICA,Bighorn Canyon National Recreation Area,9/6/2024,MT,IM,767934,National Recreation Area,Lands,Bighorn Canyon,-108.2347409,45.1036361
48,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,5f1e6cfd-b4ad-404a-a77b-219be01f8c36,51,CANY,Canyonlands National Park,4/26/2010,UT,IM,1448008,National Park,Lands,Canyonlands,-109.8831572,38.27207876
49,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,48a4c9c5-e159-4e25-9486-02690b8dafde,52,ARCH,Arches National Park,03/13/2023 13:42:21,UT,IM,1455716,National Park,Lands,Arches,-109.595467,38.70792359
50,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,15e74260-07b4-4c30-8cde-0261d629c6a9,53,NABR,Natural Bridges National Monument,7/12/2010,UT,IM,1454484,National Monument,Lands,Natural Bridges,-110.0110986,37.60263679
51,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,dd3e356a-834b-4f11-960e-97b90bd4c518,54,BLCA,Black Canyon of the Gunnison National Park,03/13/2023 13:45:01,CO,IM,203271,National Park,Lands,Black Canyon of the Gunnison,-107.7437017,38.57941029
52,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,678d0192-4ac6-4c1f-8522-afe0af8206b3,55,COLM,Colorado National Monument,4/1/2016,CO,IM,202252,National Monument,Lands,Colorado,-108.6893204,39.05471851
53,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,dd55b0ea-2ac0-40a5-9913-4d51a3ecd85e,56,CURE,Curecanti National Recreation Area,5/25/2017,CO,IM,196412,National Recreation Area,Lands,Curecanti,-107.3695048,38.45252567
54,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,00370cc3-02c3-4df6-8c6d-785595c167cf,57,LIBI,Little Bighorn Battlefield National Monument,2/23/2005,MT,IM,806297,National Monument,Lands,Little Bighorn Battlefield,-107.4277379,45.56544971
55,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,9eb683a2-d608-4077-9ccb-96dd45a162b7,58,DETO,Devils Tower National Monument,12/8/2014,WY,IM,2733421,National Monument,Lands,Devils Tower,-104.7151669,44.59008229
56,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,02d61072-3fe1-4283-a12b-c808dbd66af8,59,DINO,Dinosaur National Monument,3/13/2024,CO,IM,169567,National Monument,Lands,Dinosaur,-108.9377316,40.49433492
57,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,b02be206-45cb-4bbd-b68a-3afc2f7980bb,60,FOLA,Fort Laramie National Historic Site,4/9/2018,WY,IM,1597073,National Historic Site,Lands,Fort Laramie,-104.5471456,42.20243637
58,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,4d2c32d2-9772-4f30-8600-0e8efa971909,61,GLAC,Glacier National Park,12/4/2023,MT,IM,1803454,National Park,Lands,Glacier,-113.7562826,48.61885639
59,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,2189eafd-a414-4083-b896-58c87b6741c6,62,GLCA,Glen Canyon National Recreation Area,4/22/2022,AZ,IM,23865,National Recreation Area,Lands,Glen Canyon,-110.8021386,37.39802645
60,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,542967a6-9bb2-44b0-bc55-6788fb0252fa,63,RABR,Rainbow Bridge National Monument,3/29/2010,UT,IM,23944,National Monument,Lands,Rainbow Bridge,-110.965521,37.07789338
61,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,71000508-e6ca-42dc-a5de-28a3c0285e85,64,GOSP,Golden Spike National Historical Park,2/17/2011,UT,IM,1428242,National Historical Park,Lands,Golden Spike,-112.5478984,41.61655005
62,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,8184d83c-93ed-444d-88ff-c07694b4962a,65,GRTE,Grand Teton National Park,3/13/2025,WY,IM,1597571,National Park,Lands,Grand Teton,-110.6855868,43.82629944
63,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,c7e44310-b408-4ebf-94c3-c3c27101d11c,66,SAND,Sand Creek Massacre National Historic Site,3/4/2012,CO,IM,2127375,National Historic Site,Lands,Sand Creek Massacre,-102.5193145,38.56303329
64,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,6ad6d641-5b68-4712-b690-37bcac00e6e9,67,GRSA,Great Sand Dunes National Park,6/16/2023,CO,IM,2733443,National Park,Lands,Great Sand Dunes,-105.6130132,37.76689648
65,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,89ef6140-1051-4a06-a50d-f684d07c667d,68,GRSA,Great Sand Dunes National Preserve,2/1/2022,CO,IM,2733443,National Preserve,Lands,Great Sand Dunes,-105.5051249,37.87552664
66,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,48b95422-8c1b-4eeb-8f40-80b83e0599b8,69,JODR,"John D. Rockefeller, Jr., Memorial Parkway",4/14/2008,WY,IM,1604577,Parkway,Lands,John D Rockefeller Jr,-110.722862,44.08815578
67,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,38eff1fa-f7a2-4120-916b-34aec32e17fd,70,FOBU,Fossil Butte National Monument,2/22/2007,WY,IM,1605065,National Monument,Lands,Fossil Butte,-110.7663651,41.85667296
68,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,18162c23-475a-451f-9c77-91c67f83d8a6,71,MEVE,Mesa Verde National Park,3/8/2021,CO,IM,179042,National Park,Lands,Mesa Verde,-108.4556154,37.25353679
69,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,728fc071-192a-476e-b9f4-3cd847c37c89,72,HOVE,Hovenweep National Monument,09/14/2023 17:11:58,CO,IM,202599,National Monument,Lands,Hovenweep,-109.0730029,37.38355277
70,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,6c22ccb9-ad0a-4b6e-b20f-297f0de8dfe5,73,YUHO,Yucca House National Monument,9/6/2024,CO,IM,202628,National Monument,Lands,Yucca House,-108.6821926,37.24532595
71,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,a33f7124-ac6f-46be-b65e-871cb8a63d6b,74,MNRR,Missouri National Recreational River,12/16/2024,NE,MW,2733411,National Wild & Scenic River,Lands,Missouri,-96.9076486,42.73303721
72,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,9e9b2aad-7171-471e-accc-6af3b74e031e,75,MORU,Mount Rushmore National Memorial,12/13/2010,SD,MW,1262098,National Memorial,Lands,Mount Rushmore,-103.4538899,43.87994237
73,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,001acca1-295a-41bd-a723-c87c2ab8a650,76,ROMO,Rocky Mountain National Park,06/16/2023 15:11:51,CO,IM,204948,National Park,Lands,Rocky Mountain,-105.703659,40.35734318
74,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,a7d4c74c-521c-4c4c-b2ca-56d2038a1724,77,BEOL,Bent's Old Fort National Historic Site,06/16/2025 13:24:17,CO,IM,2559483,National Historic Site,Lands,Bent's Old Fort,-103.4263275,38.03996868
75,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,009c3697-311d-407b-881c-4adc45b829bf,78,FLFO,Florissant Fossil Beds National Monument,3/22/2021,CO,IM,191398,National Monument,Lands,Florissant Fossil Beds,-105.2860439,38.91256733
76,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,0c56c616-fae6-4a96-a93f-38a44201313b,79,BRCA,Bryce Canyon National Park,3/27/2008,UT,IM,1450197,National Park,Lands,Bryce Canyon,-112.1856194,37.57080118
77,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,43934ff6-fd44-4844-bcf0-38577709bebb,80,CARE,Capitol Reef National Park,4/22/2022,UT,IM,1434866,National Park,Lands,Capitol Reef,-111.1427341,38.17060807
78,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,7213d1d4-2b3c-4f97-988f-7edbbc679854,81,CEBR,Cedar Breaks National Monument,5/4/2018,UT,IM,1439558,National Monument,Lands,Cedar Breaks,-112.8447403,37.63381632
79,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,7d36815d-c10d-4337-b784-f4a8a97fd965,82,PISP,Pipe Spring National Monument,12/7/2006,AZ,IM,9526,National Monument,Lands,Pipe Spring,-112.7398685,36.8628321
80,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,d98b774e-7eb8-4cbd-9bce-5f0bc915d204,83,ZION,Zion National Park,6/22/2017,UT,IM,1455157,National Park,Lands,Zion,-113.0457281,37.27952483
81,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,95b1206d-46f8-4a37-babf-bbc825f544f1,84,THRO,Theodore Roosevelt National Park,4/27/2017,ND,MW,1033824,National Park,Lands,Theodore Roosevelt,-103.4629921,46.95575817
82,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,8f35a6ad-9194-489e-91f4-3782741e78c9,85,FOUS,Fort Union Trading Post National Historic Site,7/24/2018,MT,MW,771520,National Historic Site,Lands,Fort Union Trading Post,-104.037708,47.99885969
83,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,916e893f-dfb6-4e16-80dc-079ba75fe5fc,86,TICA,Timpanogos Cave National Monument,4/14/2005,UT,IM,1446610,National Monument,Lands,Timpanogos Cave,-111.709406,40.44040316
84,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,8042679d-c0b2-4b74-9277-069cca3863fe,87,WICA,Wind Cave National Park,06/12/2025 09:05:15,SD,MW,1263056,National Park,Lands,Wind Cave,-103.4287867,43.57532439
85,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,9acec715-8ffd-4abc-a781-73b398b59b5b,88,JECA,Jewel Cave National Monument,7/22/2010,SD,MW,1261888,National Monument,Lands,Jewel Cave,-103.8316336,43.73100119
86,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,2350590e-a737-46e9-a083-b2015c0d7233,89,YELL,Yellowstone National Park,4/23/2008,ID,IM,1609331,National Park,Lands,Yellowstone,-110.4900951,44.58303878
87,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,1f2a3eb1-ff07-428f-8a13-bba6707fef67,90,BIHO,Big Hole National Battlefield,11/6/2015,MT,PW,779820,National Battlefield,Lands,Big Hole,-113.6460624,45.64649838
88,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,eb57d4a5-dcd8-44d1-9390-2d42ed484eab,91,GRKO,Grant-Kohrs Ranch National Historic Site,11/30/2017,MT,IM,806847,National Historic Site,Lands,Grant-Kohrs Ranch,-112.7473976,46.41401168
89,07/08/2025 13:08:53,NPS_WASO_LANDS,07/08/2025 13:08:53,NPS_WASO_LANDS,9e3ba2d5-be86-4a93-9939-b15c9bb9e1d0,92,NACA,National Capital Parks,6/16/2025,DC,NC,2738287,Other Designation,Lands,National Capital Parks,-76.83522506,39.06320864
90,07/08/2025 13:08:54,NPS_WASO_LANDS,07/08/2025 13:08:54,NPS_WASO_LANDS,05d11e59-921c-4649-b8ee-2630584ba7c7,93,CLBA,Clara Barton National Historic Site,11/17/2008,MD,NC,2733426,National Historic Site,Lands,Clara Barton,-77.14030326,38.967715
91,07/08/2025 13:08:54,NPS_WASO_LANDS,07/08/2025 13:08:54,NPS_WASO_LANDS,137aa84a-e045-454d-a1b1-bf29e3765168,94,BEPA,Belmont-Paul Women's Equality National Monument,9/13/2016,DC,NC,2781517,National Monument,Lands,Belmont-Paul Women's Equality,-77.00386304,38.89233124
92,07/08/2025 13:08:54,NPS_WASO_LANDS,07/08/2025 13:08:54,NPS_WASO_LANDS,9c47867e-c3ca-4541-9a61-7c12193432f7,95,FOWA,Fort Washington Park,03/14/2023 16:28:58,MD,NC,597426,Other Designation,Lands,Fort Washington,-77.02871834,38.71057357
