OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,PARKNAME,x,y
388,07/08/2025 13:08:57,NPS_WASO_LANDS,07/08/2025 13:08:57,NPS_WASO_LANDS,63463186-98cc-4693-b2d9-f69b2f659a69,414,KEFJ,Kenai Fjords National Park,3/21/2019,AK,AK,1419645,National Park,Lands,Kenai Fjords,-150.2465916,59.8091924
389,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,4e6a9bfa-a28b-498f-9fd1-38085b2b6d0e,415,KLGO,Klondike Gold Rush National Historical Park,3/21/2019,AK,AK,1423115,National Historical Park,Lands,Klondike Gold Rush,-135.292658,59.63159542
390,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,3da18e4b-664f-4687-b98a-4112780a72c5,416,KOVA,Kobuk Valley National Park,3/21/2019,AK,AK,1416046,National Park,Lands,Kobuk Valley,-159.0625337,67.3961749
391,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,e8767bb0-fe4a-42f3-a508-e3a4450ea1b5,417,LACL,Lake Clark National Preserve,3/24/2022,AK,AK,1416049,National Preserve,Lands,Lake Clark,-154.1318488,60.71139843
392,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,ddce0e0b-7a5a-4adc-8ee3-0ff2fd5b71ba,418,LACL,Lake Clark National Park,3/24/2022,AK,AK,1416049,National Park,Lands,Lake Clark,-153.2618711,60.58858319
393,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,f01f039c-1a6a-4087-b18e-c1159a31fdd9,419,NOAT,Noatak National Preserve,3/21/2019,AK,AK,1413640,National Preserve,Lands,Noatak,-158.1453228,67.85848818
394,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,be19602d-f4ca-47d4-b0a2-39ca73719481,420,SITK,Sitka National Historical Park,3/21/2019,AK,AK,1417085,National Historical Park,Lands,Sitka,-135.3156295,57.04702856
395,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,61650dc3-859b-4793-b965-7da652126b98,421,WRST,Wrangell-St. Elias National Preserve,3/24/2022,AK,AK,1416055,National Preserve,Lands,Wrangell - St Elias,-142.2865981,62.22256642
396,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,62a9fc6e-2f4e-4eb1-8df8-4675f6ae3148,422,WRST,Wrangell-St. Elias National Park,3/24/2022,AK,AK,1416055,National Park,Lands,Wrangell - St Elias,-143.8660139,61.21558631
397,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,ee1ba849-f700-4e98-b6f7-61ed8ea82e98,423,YUCH,Yukon-Charley Rivers National Preserve,3/21/2019,AK,AK,1416058,National Preserve,Lands,Yukon - Charley Rivers,-143.1362807,65.05859535
398,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,59b9e133-8d17-4456-a928-631fba4054f1,424,MLKM,"Martin Luther King, Jr., Memorial",11/4/2011,DC,NC,2002666,National Memorial,Lands,Martin Luther King Jr,-77.04389126,38.88642093
399,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,2b5cb7c4-3904-44e1-8669-125c6cf0882c,425,FOMR,Fort Monroe National Monument,4/18/2018,VA,NE,"2707739	",National Monument,Lands,Fort Monroe,-76.30216882,37.00658153
400,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,ee27a9cf-5adc-4ac8-8af9-94e089e65139,426,PAGR,Paterson Great Falls National Historical Park,5/11/2015,NJ,NE,2053533,National Historical Park,Lands,Paterson Great Falls,-74.17927833,40.91690815
401,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,8d60a8be-3918-42e6-bd5b-4abe95f11aa6,427,CECH,César E. Chávez National Monument,2/5/2013,CA,PW,2754548,National Monument,Lands,César E. Chávez,-118.562615,35.22663178
402,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,5c05bf35-f441-485c-a2cb-0a7fcf507682,428,HATU,Harriet Tubman Underground Railroad National Historical Park,01/24/2023 14:05:28,MD,NE,2783291,National Historical Park,Lands,Harriet Tubman Underground Railroad,-76.24720607,38.48933211
403,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,17c4a93f-158b-4ea5-bbb5-e94bf211541a,429,FRST,First State National Historical Park,7/2/2025,DE,NE,2756166,National Historical Park,Lands,First State,-75.56031162,39.83615172
404,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,4ed14e47-1e3d-4404-bd32-d277df2376f1,430,CHYO,Charles Young Buffalo Soldiers National Monument,11/08/2022 10:44:39,OH,MW,2736075,National Monument,Lands,Charles Young Buffalo Soldiers,-83.88983717,39.70868615
405,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,d7f71998-b643-46de-bfa2-bee2e544ac0f,432,CAJO,Captain John Smith Chesapeake National Historic Trail,11/17/2017,VA,NE,2783287,National Trails System,Lands,Captain John Smith Chesapeake National Historic Trail,-76.64934403,37.41225702
406,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,0fc7f399-2204-4d31-b4cb-2377c0dbbd8f,433,NEEN,New England National Scenic Trail,09/14/2023 09:53:21,CT,NE,,National Scenic Trail,Lands,New England National Scenic Trail,-72.71480604,42.07258821
407,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,3a4d3626-25ee-4f54-a2d5-fb26d967b1ee,434,NOCO,North Country National Scenic Trail,3/4/2021,MI,MW,1622686,National Scenic Trail,Lands,North Country,-91.80767381,46.39222731
408,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,7647da2c-7b8c-4ef7-a2c2-2ef0429d9ae0,435,VALL,Valles Caldera National Preserve,06/16/2025 09:32:05,NM,IM,2035517,National Preserve,Lands,Valles Caldera,-106.5105986,35.91807571
409,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,86b83a9f-14cc-4a56-acb9-79bb2d53ef09,438,HART,Harriet Tubman National Historical Park,12/15/2023,NY,NE,need,National Historical Park,Lands,Harriet Tubman,-76.56087517,42.91157446
410,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,9bd636f8-72f0-4633-94ea-f4fda8bec791,439,BLRV,Blackstone River Valley National Historical Park,5/19/2022,MA,NE,,National Historical Park,Lands,Blackstone River Valley,-71.43939085,41.94041139
411,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,595110aa-6c40-4846-b8f0-e3a8bca79266,440,HONO,Honouliuli National Historic Site,8/13/2015,HI,PW,2767391,National Historic Site,Lands,Honouliuli,-158.0563532,21.38599894
412,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,f27b1a07-0992-4834-b430-9dcd277dd539,441,PULL,Pullman National Historical Park,9/18/2024,IL,MW,2766905,National Historical Park,Lands,Pullman,-87.60486138,41.70468339
413,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,0f6098d6-0129-4f36-aa28-b7232d2044da,442,WWIM,World War I Memorial,9/13/2016,DC,NC,531319,National Memorial,Lands,World War I,-77.03280571,38.89597913
414,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,397244d2-2f5e-4af9-b270-a5266e608407,443,TUSK,Tule Springs Fossil Beds National Monument,8/31/2020,NV,PW,2767392,National Monument,Lands,Tule Springs Fossil Beds,-115.3565858,36.40214818
415,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,574d0aef-d277-4589-858f-ae036eac8734,444,MAPR,Manhattan Project National Historical Park,3/16/2016,NM,IM,2775864,National Historical Park,Lands,Manhattan Project,-84.39337927,35.93592892
416,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,8b055d88-3773-4c83-98f2-e1cbca64a67e,445,WACO,Waco Mammoth National Monument,2/12/2016,TX,IM,2775865,National Monument,Lands,Waco Mammoth,-97.17617786,31.60489655
417,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,c6635a4d-f448-4a06-924b-53eba9d7a2fe,446,CAMO,Castle Mountains National Monument,3/1/2016,CA,PW,2775863,National Monument,Lands,Castle Mountain,-115.0891831,35.33327228
418,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,d9da3cf5-e8f4-4c4a-8106-06c426497cc8,447,ALKA,Ala Kahakai National Historic Trail,12/15/2023,HI,PW,828282,National Trails System,Lands,Ala Kahakai National Historic Trail,-155.904832,19.4041825
419,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,e7d8eede-b205-4495-aa96-b47a8a35ebb5,448,STON,Stonewall National Monument,9/7/2016,NY,NE,2781516,National Monument,Lands,Stonewall,-74.0016899,40.73377653
420,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,26de2f8b-cadb-4f10-9255-a2defaed590c,449,KAWW,Katahdin Woods and Waters National Monument,03/14/2025 13:43:35,ME,NE,2783292,National Monument,Lands,Katahdin Woods And Waters,-68.6915875,45.94615787
421,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,5ab8d404-96b2-4918-a714-43780e590691,450,BICR,Birmingham Civil Rights National Monument,10/24/2017,AL,SE,2783289,National Monument,Lands,Birmingham Civil Rights,-86.81467179,33.515434
422,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,3e67d148-4be6-45ac-9174-98013c748b28,452,FRRI,Freedom Riders National Monument,9/23/2020,AL,SE,2783290,National Monument,Lands,Freedom Riders,-85.90797651,33.63496395
423,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,4de8a13b-68ab-43be-a321-db424aa5cb42,453,REER,Reconstruction Era National Historical Park,12/5/2024,SC,SE,2783288,National Historical Park,Lands,Reconstruction Era,-80.57832154,32.38841631
424,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,e5e936ba-8de0-49a3-9474-44aa2ba0d710,454,STGE,Ste. Genevieve National Historical Park,03/13/2023 14:36:50,MO,MW,need,National Historical Park,Lands,Ste. Geneviève,-90.04163134,37.97359225
425,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,750efba1-1d7b-4690-babd-e9a8cac8f339,455,CANE,Camp Nelson National Monument,9/23/2020,KY,SE,2795910,National Monument,Lands,Camp Nelson,-84.59562025,37.7927226
426,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,8f8a2bee-a883-4894-b2fa-2b9496c7bee4,456,TULE,Tule Lake National Monument,8/29/2019,CA,PW,2790524,National Monument,Lands,Tule Lake,-121.374468,41.88729218
427,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,8eab0904-1039-463a-b6fd-5e2d1e338fdc,457,MEMY,Medgar and Myrlie Evers Home National Monument,9/21/2020,MS,SE,2808903,National Monument,Lands,Medgar and Myrlie Evers Home,-90.21383677,32.34084447
428,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,b84991ac-64d6-4b60-ae8a-dcccc0d4c3ec,458,MISP,Mill Springs Battlefield National Monument,9/18/2024,KY,SE,498296,National Monument,Lands,Mill Springs Battlefield,-84.73747486,37.05703622
429,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,b0cf14ac-50f2-4bed-a56a-f6cbbc8be199,459,DDEM,Dwight D. Eisenhower Memorial,9/29/2020,DC,NC,need GNIS ID,National Memorial,Lands,Dwight D. Eisenhower,-77.01879502,38.8871437
430,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,c5818040-ed40-4af1-82d1-bbb104fd4a41,462,AMCH,Amache National Historic Site,3/13/2024,CO,IM,,National Historic Site,Lands, Amache,-102.3290096,38.04954889
431,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,5c9864b4-abe6-49d9-af3c-0ec37a2a6f1e,463,BLSC,Blackwell School National Historic Site,12/09/2022 09:43:22,TX,IM,,National Historic Site,Lands,Blackwell School,-104.0225622,30.30580164
432,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,f35548c4-374c-4019-9b90-615ac93ce41d,464,NEPH,New Philadelphia National Historic Site,9/18/2024,IL,MW,,National Historic Site,Lands,New Philadelphia National Historic Site,-90.95833739,39.6961351
433,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,307deb17-a51a-45e7-bea7-120fb19b3781,465,TILL,Emmett Till and Mamie Till-Mobley National Monument,12/16/2024,IL,SE,,National Monument,Lands,Emmet TIill AND Mamie Till-Mobley,-90.27029628,33.83149545
434,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,f91277d5-0e56-44dc-adba-74dc313986ec,466,AMME,American Memorial Park,4/22/2015,,PW,1879026,Affiliated Area,Region,American Memorial Park,145.7239963,15.2150215
435,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,eb39d0ab-3019-4e3e-90e7-955a04727f4b,467,SPRA,Springfield 1908 Race Riot National Monument,9/18/2024,IL,MW,,National Monument,Lands,Springfield 1908 Race Riot,-89.64131542,39.80441686
436,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,5c9004d8-2c18-416d-9148-f93314ccf9d1,468,CIBS,Carlisle Federal Indian Boarding School National Monument,12/17/2024,PA,NE,,National Monument,Lands,Carlisle Federal Indian Boarding School,-77.17810511,40.20867087
437,07/08/2025 13:08:58,NPS_WASO_LANDS,07/08/2025 13:08:58,NPS_WASO_LANDS,9ae1dc91-d97d-43c0-8ada-395d112c4fb4,469,FRPE,Frances Perkins National Monument,12/17/2024,ME,NE,,National Monument,Lands,Frances Perkins,-69.55298667,44.0042015
